sno,date,state,country,lat,lon,value,deaths,recovered
1408,2/22/20,,Azerbaijan,40.1431,47.5769,0,0,0
1409,2/23/20,,Azerbaijan,40.1431,47.5769,0,0,0
1410,2/24/20,,Azerbaijan,40.1431,47.5769,0,0,0
1411,2/25/20,,Azerbaijan,40.1431,47.5769,0,0,0
1412,2/26/20,,Azerbaijan,40.1431,47.5769,0,0,0
1413,2/27/20,,Azerbaijan,40.1431,47.5769,0,0,0
1414,2/28/20,,Azerbaijan,40.1431,47.5769,0,0,0
1415,2/29/20,,Azerbaijan,40.1431,47.5769,0,0,0
1416,3/1/20,,Azerbaijan,40.1431,47.5769,3,0,0
1417,3/2/20,,Azerbaijan,40.1431,47.5769,3,0,0
1418,3/3/20,,Azerbaijan,40.1431,47.5769,3,0,0
1419,3/4/20,,Azerbaijan,40.1431,47.5769,3,0,0
1420,3/5/20,,Azerbaijan,40.1431,47.5769,6,0,0
1421,3/6/20,,Azerbaijan,40.1431,47.5769,6,0,0
1422,3/7/20,,Azerbaijan,40.1431,47.5769,9,0,0
1423,3/8/20,,Azerbaijan,40.1431,47.5769,9,0,0
1424,3/9/20,,Azerbaijan,40.1431,47.5769,9,0,0
1425,3/10/20,,Azerbaijan,40.1431,47.5769,11,0,0
1426,3/11/20,,Azerbaijan,40.1431,47.5769,11,0,3
1427,3/12/20,,Azerbaijan,40.1431,47.5769,11,0,3
1428,3/13/20,,Azerbaijan,40.1431,47.5769,15,1,3
1429,3/14/20,,Azerbaijan,40.1431,47.5769,15,1,3
1430,3/15/20,,Azerbaijan,40.1431,47.5769,23,1,6
1431,3/16/20,,Azerbaijan,40.1431,47.5769,28,1,6
1432,3/17/20,,Azerbaijan,40.1431,47.5769,28,1,6
1433,3/18/20,,Azerbaijan,40.1431,47.5769,28,1,6
1434,3/19/20,,Azerbaijan,40.1431,47.5769,44,1,6
1435,3/20/20,,Azerbaijan,40.1431,47.5769,44,1,6
1436,3/21/20,,Azerbaijan,40.1431,47.5769,53,1,11
1437,3/22/20,,Azerbaijan,40.1431,47.5769,65,1,10
1438,3/23/20,,Azerbaijan,40.1431,47.5769,72,1,10
1439,3/24/20,,Azerbaijan,40.1431,47.5769,87,1,10
1440,3/25/20,,Azerbaijan,40.1431,47.5769,93,2,10
1441,3/26/20,,Azerbaijan,40.1431,47.5769,122,3,15
1442,3/27/20,,Azerbaijan,40.1431,47.5769,165,3,15
1443,3/28/20,,Azerbaijan,40.1431,47.5769,182,4,15
1444,3/29/20,,Azerbaijan,40.1431,47.5769,209,4,15
1445,3/30/20,,Azerbaijan,40.1431,47.5769,273,4,26
1446,3/31/20,,Azerbaijan,40.1431,47.5769,298,5,26
1447,4/1/20,,Azerbaijan,40.1431,47.5769,359,5,26
1448,4/2/20,,Azerbaijan,40.1431,47.5769,400,5,26
1449,4/3/20,,Azerbaijan,40.1431,47.5769,443,5,32
1450,4/4/20,,Azerbaijan,40.1431,47.5769,521,5,32
1451,4/5/20,,Azerbaijan,40.1431,47.5769,584,7,32
1452,4/6/20,,Azerbaijan,40.1431,47.5769,641,7,44
1453,4/7/20,,Azerbaijan,40.1431,47.5769,717,8,44
1454,4/8/20,,Azerbaijan,40.1431,47.5769,822,8,63
1455,4/9/20,,Azerbaijan,40.1431,47.5769,926,9,101
1456,4/10/20,,Azerbaijan,40.1431,47.5769,991,10,159
1457,4/11/20,,Azerbaijan,40.1431,47.5769,1058,11,200
1458,1/22/20,,Bahamas,25.0343,-77.3963,0,0,0
1459,1/23/20,,Bahamas,25.0343,-77.3963,0,0,0
1460,1/24/20,,Bahamas,25.0343,-77.3963,0,0,0
1461,1/25/20,,Bahamas,25.0343,-77.3963,0,0,0
1462,1/26/20,,Bahamas,25.0343,-77.3963,0,0,0
1463,1/27/20,,Bahamas,25.0343,-77.3963,0,0,0
1464,1/28/20,,Bahamas,25.0343,-77.3963,0,0,0
1465,1/29/20,,Bahamas,25.0343,-77.3963,0,0,0
1466,1/30/20,,Bahamas,25.0343,-77.3963,0,0,0
1467,1/31/20,,Bahamas,25.0343,-77.3963,0,0,0
1468,2/1/20,,Bahamas,25.0343,-77.3963,0,0,0
1469,2/2/20,,Bahamas,25.0343,-77.3963,0,0,0
1470,2/3/20,,Bahamas,25.0343,-77.3963,0,0,0
1471,2/4/20,,Bahamas,25.0343,-77.3963,0,0,0
1472,2/5/20,,Bahamas,25.0343,-77.3963,0,0,0
1473,2/6/20,,Bahamas,25.0343,-77.3963,0,0,0
1474,2/7/20,,Bahamas,25.0343,-77.3963,0,0,0
1475,2/8/20,,Bahamas,25.0343,-77.3963,0,0,0
1476,2/9/20,,Bahamas,25.0343,-77.3963,0,0,0
1477,2/10/20,,Bahamas,25.0343,-77.3963,0,0,0
1478,2/11/20,,Bahamas,25.0343,-77.3963,0,0,0
1479,2/12/20,,Bahamas,25.0343,-77.3963,0,0,0
1480,2/13/20,,Bahamas,25.0343,-77.3963,0,0,0
1481,2/14/20,,Bahamas,25.0343,-77.3963,0,0,0
1482,2/15/20,,Bahamas,25.0343,-77.3963,0,0,0
1483,2/16/20,,Bahamas,25.0343,-77.3963,0,0,0
1484,2/17/20,,Bahamas,25.0343,-77.3963,0,0,0
1485,2/18/20,,Bahamas,25.0343,-77.3963,0,0,0
1486,2/19/20,,Bahamas,25.0343,-77.3963,0,0,0
1487,2/20/20,,Bahamas,25.0343,-77.3963,0,0,0
1488,2/21/20,,Bahamas,25.0343,-77.3963,0,0,0
1489,2/22/20,,Bahamas,25.0343,-77.3963,0,0,0
1490,2/23/20,,Bahamas,25.0343,-77.3963,0,0,0
1491,2/24/20,,Bahamas,25.0343,-77.3963,0,0,0
1492,2/25/20,,Bahamas,25.0343,-77.3963,0,0,0
1493,2/26/20,,Bahamas,25.0343,-77.3963,0,0,0
1494,2/27/20,,Bahamas,25.0343,-77.3963,0,0,0
1495,2/28/20,,Bahamas,25.0343,-77.3963,0,0,0
1496,2/29/20,,Bahamas,25.0343,-77.3963,0,0,0
1497,3/1/20,,Bahamas,25.0343,-77.3963,0,0,0
1498,3/2/20,,Bahamas,25.0343,-77.3963,0,0,0
1499,3/3/20,,Bahamas,25.0343,-77.3963,0,0,0
1500,3/4/20,,Bahamas,25.0343,-77.3963,0,0,0
1501,3/5/20,,Bahamas,25.0343,-77.3963,0,0,0
1502,3/6/20,,Bahamas,25.0343,-77.3963,0,0,0
1503,3/7/20,,Bahamas,25.0343,-77.3963,0,0,0
1504,3/8/20,,Bahamas,25.0343,-77.3963,0,0,0
1505,3/9/20,,Bahamas,25.0343,-77.3963,0,0,0
1506,3/10/20,,Bahamas,25.0343,-77.3963,0,0,0
1507,3/11/20,,Bahamas,25.0343,-77.3963,0,0,0
1508,3/12/20,,Bahamas,25.0343,-77.3963,0,0,0
1509,3/13/20,,Bahamas,25.0343,-77.3963,0,0,0
1510,3/14/20,,Bahamas,25.0343,-77.3963,0,0,0
1511,3/15/20,,Bahamas,25.0343,-77.3963,0,0,0
1512,3/16/20,,Bahamas,25.0343,-77.3963,1,0,0
1513,3/17/20,,Bahamas,25.0343,-77.3963,1,0,0
1514,3/18/20,,Bahamas,25.0343,-77.3963,1,0,0
1515,3/19/20,,Bahamas,25.0343,-77.3963,3,0,0
1516,3/20/20,,Bahamas,25.0343,-77.3963,3,0,0
1517,3/21/20,,Bahamas,25.0343,-77.3963,4,0,0
1518,3/22/20,,Bahamas,25.0343,-77.3963,4,0,0
1519,3/23/20,,Bahamas,25.0343,-77.3963,4,0,0
1520,3/24/20,,Bahamas,25.0343,-77.3963,5,0,1
1521,3/25/20,,Bahamas,25.0343,-77.3963,5,0,1
1522,3/26/20,,Bahamas,25.0343,-77.3963,9,0,1
1523,3/27/20,,Bahamas,25.0343,-77.3963,10,0,1
1524,3/28/20,,Bahamas,25.0343,-77.3963,10,0,1
1525,3/29/20,,Bahamas,25.0343,-77.3963,11,0,1
1526,3/30/20,,Bahamas,25.0343,-77.3963,14,0,1
1527,3/31/20,,Bahamas,25.0343,-77.3963,14,0,1
1528,4/1/20,,Bahamas,25.0343,-77.3963,21,1,1
1529,4/2/20,,Bahamas,25.0343,-77.3963,24,1,1
1530,4/3/20,,Bahamas,25.0343,-77.3963,24,1,1
1531,4/4/20,,Bahamas,25.0343,-77.3963,28,4,0
1532,4/5/20,,Bahamas,25.0343,-77.3963,28,4,0
1533,4/6/20,,Bahamas,25.0343,-77.3963,29,5,4
1534,4/7/20,,Bahamas,25.0343,-77.3963,33,6,5
1535,4/8/20,,Bahamas,25.0343,-77.3963,40,7,5
1536,4/9/20,,Bahamas,25.0343,-77.3963,41,8,5
1537,4/10/20,,Bahamas,25.0343,-77.3963,42,8,5
1538,4/11/20,,Bahamas,25.0343,-77.3963,46,8,5
1539,1/22/20,,Bahrain,26.0275,50.55,0,0,0
1540,1/23/20,,Bahrain,26.0275,50.55,0,0,0
1541,1/24/20,,Bahrain,26.0275,50.55,0,0,0
1542,1/25/20,,Bahrain,26.0275,50.55,0,0,0
1543,1/26/20,,Bahrain,26.0275,50.55,0,0,0
1544,1/27/20,,Bahrain,26.0275,50.55,0,0,0
1545,1/28/20,,Bahrain,26.0275,50.55,0,0,0
1546,1/29/20,,Bahrain,26.0275,50.55,0,0,0
1547,1/30/20,,Bahrain,26.0275,50.55,0,0,0
1548,1/31/20,,Bahrain,26.0275,50.55,0,0,0
1549,2/1/20,,Bahrain,26.0275,50.55,0,0,0
1550,2/2/20,,Bahrain,26.0275,50.55,0,0,0
1551,2/3/20,,Bahrain,26.0275,50.55,0,0,0
1552,2/4/20,,Bahrain,26.0275,50.55,0,0,0
1553,2/5/20,,Bahrain,26.0275,50.55,0,0,0
1554,2/6/20,,Bahrain,26.0275,50.55,0,0,0
1555,2/7/20,,Bahrain,26.0275,50.55,0,0,0
1556,2/8/20,,Bahrain,26.0275,50.55,0,0,0
1557,2/9/20,,Bahrain,26.0275,50.55,0,0,0
1558,2/10/20,,Bahrain,26.0275,50.55,0,0,0
1559,2/11/20,,Bahrain,26.0275,50.55,0,0,0
1560,2/12/20,,Bahrain,26.0275,50.55,0,0,0
1561,2/13/20,,Bahrain,26.0275,50.55,0,0,0
1562,2/14/20,,Bahrain,26.0275,50.55,0,0,0
1563,2/15/20,,Bahrain,26.0275,50.55,0,0,0
1564,2/16/20,,Bahrain,26.0275,50.55,0,0,0
1565,2/17/20,,Bahrain,26.0275,50.55,0,0,0
1566,2/18/20,,Bahrain,26.0275,50.55,0,0,0
1567,2/19/20,,Bahrain,26.0275,50.55,0,0,0
1568,2/20/20,,Bahrain,26.0275,50.55,0,0,0
1569,2/21/20,,Bahrain,26.0275,50.55,0,0,0
1570,2/22/20,,Bahrain,26.0275,50.55,0,0,0
1571,2/23/20,,Bahrain,26.0275,50.55,0,0,0
1572,2/24/20,,Bahrain,26.0275,50.55,1,0,0
1573,2/25/20,,Bahrain,26.0275,50.55,23,0,0
1574,2/26/20,,Bahrain,26.0275,50.55,33,0,0
1575,2/27/20,,Bahrain,26.0275,50.55,33,0,0
1576,2/28/20,,Bahrain,26.0275,50.55,36,0,0
1577,2/29/20,,Bahrain,26.0275,50.55,41,0,0
1578,3/1/20,,Bahrain,26.0275,50.55,47,0,0
1579,3/2/20,,Bahrain,26.0275,50.55,49,0,0
1580,3/3/20,,Bahrain,26.0275,50.55,49,0,0
1581,3/4/20,,Bahrain,26.0275,50.55,52,0,0
1582,3/5/20,,Bahrain,26.0275,50.55,55,0,0
1583,3/6/20,,Bahrain,26.0275,50.55,60,0,4
1584,3/7/20,,Bahrain,26.0275,50.55,85,0,4
1585,3/8/20,,Bahrain,26.0275,50.55,85,0,4
1586,3/9/20,,Bahrain,26.0275,50.55,95,0,14
1587,3/10/20,,Bahrain,26.0275,50.55,110,0,22
1588,3/11/20,,Bahrain,26.0275,50.55,195,0,35
1589,3/12/20,,Bahrain,26.0275,50.55,195,0,35
1590,3/13/20,,Bahrain,26.0275,50.55,195,0,44
1591,3/14/20,,Bahrain,26.0275,50.55,210,0,44
1592,3/15/20,,Bahrain,26.0275,50.55,214,0,60
1593,3/16/20,,Bahrain,26.0275,50.55,214,1,77
1594,3/17/20,,Bahrain,26.0275,50.55,228,1,81
1595,3/18/20,,Bahrain,26.0275,50.55,256,1,88
1596,3/19/20,,Bahrain,26.0275,50.55,278,1,100
1597,3/20/20,,Bahrain,26.0275,50.55,285,1,100
1598,3/21/20,,Bahrain,26.0275,50.55,305,1,125
1599,3/22/20,,Bahrain,26.0275,50.55,334,2,149
1600,3/23/20,,Bahrain,26.0275,50.55,377,2,149
1601,3/24/20,,Bahrain,26.0275,50.55,392,3,177
1602,3/25/20,,Bahrain,26.0275,50.55,419,4,177
1603,3/26/20,,Bahrain,26.0275,50.55,458,4,204
1604,3/27/20,,Bahrain,26.0275,50.55,466,4,227
1605,3/28/20,,Bahrain,26.0275,50.55,476,4,265
1606,3/29/20,,Bahrain,26.0275,50.55,499,4,272
1607,3/30/20,,Bahrain,26.0275,50.55,515,4,279
1608,3/31/20,,Bahrain,26.0275,50.55,567,4,295
1609,4/1/20,,Bahrain,26.0275,50.55,569,4,337
1610,4/2/20,,Bahrain,26.0275,50.55,643,4,381
1611,4/3/20,,Bahrain,26.0275,50.55,672,4,382
1612,4/4/20,,Bahrain,26.0275,50.55,688,4,423
1613,4/5/20,,Bahrain,26.0275,50.55,700,4,431
1614,4/6/20,,Bahrain,26.0275,50.55,756,4,458
1615,4/7/20,,Bahrain,26.0275,50.55,811,5,458
1616,4/8/20,,Bahrain,26.0275,50.55,823,5,477
1617,4/9/20,,Bahrain,26.0275,50.55,887,5,519
1618,4/10/20,,Bahrain,26.0275,50.55,925,6,539
1619,4/11/20,,Bahrain,26.0275,50.55,1040,6,555
1620,1/22/20,,Bangladesh,23.685,90.3563,0,0,0
1621,1/23/20,,Bangladesh,23.685,90.3563,0,0,0
1622,1/24/20,,Bangladesh,23.685,90.3563,0,0,0
1623,1/25/20,,Bangladesh,23.685,90.3563,0,0,0
1624,1/26/20,,Bangladesh,23.685,90.3563,0,0,0
1625,1/27/20,,Bangladesh,23.685,90.3563,0,0,0
1626,1/28/20,,Bangladesh,23.685,90.3563,0,0,0
1627,1/29/20,,Bangladesh,23.685,90.3563,0,0,0
1628,1/30/20,,Bangladesh,23.685,90.3563,0,0,0
1629,1/31/20,,Bangladesh,23.685,90.3563,0,0,0
1630,2/1/20,,Bangladesh,23.685,90.3563,0,0,0
1631,2/2/20,,Bangladesh,23.685,90.3563,0,0,0
1632,2/3/20,,Bangladesh,23.685,90.3563,0,0,0
1633,2/4/20,,Bangladesh,23.685,90.3563,0,0,0
1634,2/5/20,,Bangladesh,23.685,90.3563,0,0,0
1635,2/6/20,,Bangladesh,23.685,90.3563,0,0,0
1636,2/7/20,,Bangladesh,23.685,90.3563,0,0,0
1637,2/8/20,,Bangladesh,23.685,90.3563,0,0,0
1638,2/9/20,,Bangladesh,23.685,90.3563,0,0,0
1639,2/10/20,,Bangladesh,23.685,90.3563,0,0,0
1640,2/11/20,,Bangladesh,23.685,90.3563,0,0,0
1641,2/12/20,,Bangladesh,23.685,90.3563,0,0,0
1642,2/13/20,,Bangladesh,23.685,90.3563,0,0,0
1643,2/14/20,,Bangladesh,23.685,90.3563,0,0,0
1644,2/15/20,,Bangladesh,23.685,90.3563,0,0,0
1645,2/16/20,,Bangladesh,23.685,90.3563,0,0,0
1646,2/17/20,,Bangladesh,23.685,90.3563,0,0,0
1647,2/18/20,,Bangladesh,23.685,90.3563,0,0,0
1648,2/19/20,,Bangladesh,23.685,90.3563,0,0,0
1649,2/20/20,,Bangladesh,23.685,90.3563,0,0,0
1650,2/21/20,,Bangladesh,23.685,90.3563,0,0,0
1651,2/22/20,,Bangladesh,23.685,90.3563,0,0,0
1652,2/23/20,,Bangladesh,23.685,90.3563,0,0,0
1653,2/24/20,,Bangladesh,23.685,90.3563,0,0,0
1654,2/25/20,,Bangladesh,23.685,90.3563,0,0,0
1655,2/26/20,,Bangladesh,23.685,90.3563,0,0,0
1656,2/27/20,,Bangladesh,23.685,90.3563,0,0,0
1657,2/28/20,,Bangladesh,23.685,90.3563,0,0,0
1658,2/29/20,,Bangladesh,23.685,90.3563,0,0,0
1659,3/1/20,,Bangladesh,23.685,90.3563,0,0,0
1660,3/2/20,,Bangladesh,23.685,90.3563,0,0,0
1661,3/3/20,,Bangladesh,23.685,90.3563,0,0,0
1662,3/4/20,,Bangladesh,23.685,90.3563,0,0,0
1663,3/5/20,,Bangladesh,23.685,90.3563,0,0,0
1664,3/6/20,,Bangladesh,23.685,90.3563,0,0,0
1665,3/7/20,,Bangladesh,23.685,90.3563,0,0,0
1666,3/8/20,,Bangladesh,23.685,90.3563,3,0,0
1667,3/9/20,,Bangladesh,23.685,90.3563,3,0,0
1668,3/10/20,,Bangladesh,23.685,90.3563,3,0,0
1669,3/11/20,,Bangladesh,23.685,90.3563,3,0,0
1670,3/12/20,,Bangladesh,23.685,90.3563,3,0,0
1671,3/13/20,,Bangladesh,23.685,90.3563,3,0,0
1672,3/14/20,,Bangladesh,23.685,90.3563,3,0,0
1673,3/15/20,,Bangladesh,23.685,90.3563,5,0,0
1674,3/16/20,,Bangladesh,23.685,90.3563,8,0,2
1675,3/17/20,,Bangladesh,23.685,90.3563,10,0,3
1676,3/18/20,,Bangladesh,23.685,90.3563,14,1,3
1677,3/19/20,,Bangladesh,23.685,90.3563,17,1,3
1678,3/20/20,,Bangladesh,23.685,90.3563,20,1,3
1679,3/21/20,,Bangladesh,23.685,90.3563,25,2,3
1680,3/22/20,,Bangladesh,23.685,90.3563,27,2,3
1681,3/23/20,,Bangladesh,23.685,90.3563,33,3,3
1682,3/24/20,,Bangladesh,23.685,90.3563,39,4,5
1683,3/25/20,,Bangladesh,23.685,90.3563,39,5,7
1684,3/26/20,,Bangladesh,23.685,90.3563,44,5,11
1685,3/27/20,,Bangladesh,23.685,90.3563,48,5,11
1686,3/28/20,,Bangladesh,23.685,90.3563,48,5,15
1687,3/29/20,,Bangladesh,23.685,90.3563,48,5,15
1688,3/30/20,,Bangladesh,23.685,90.3563,49,5,19
1689,3/31/20,,Bangladesh,23.685,90.3563,51,5,25
1690,4/1/20,,Bangladesh,23.685,90.3563,54,6,25
1691,4/2/20,,Bangladesh,23.685,90.3563,56,6,25
1692,4/3/20,,Bangladesh,23.685,90.3563,61,6,26
1693,4/4/20,,Bangladesh,23.685,90.3563,70,8,30
1694,4/5/20,,Bangladesh,23.685,90.3563,88,9,33
1695,4/6/20,,Bangladesh,23.685,90.3563,123,12,33
1696,4/7/20,,Bangladesh,23.685,90.3563,164,17,33
1697,4/8/20,,Bangladesh,23.685,90.3563,218,20,33
1698,4/9/20,,Bangladesh,23.685,90.3563,330,21,33
1699,4/10/20,,Bangladesh,23.685,90.3563,424,27,33
1700,4/11/20,,Bangladesh,23.685,90.3563,482,30,36
1701,1/22/20,,Barbados,13.1939,-59.5432,0,0,0
1702,1/23/20,,Barbados,13.1939,-59.5432,0,0,0
1703,1/24/20,,Barbados,13.1939,-59.5432,0,0,0
1704,1/25/20,,Barbados,13.1939,-59.5432,0,0,0
1705,1/26/20,,Barbados,13.1939,-59.5432,0,0,0
1706,1/27/20,,Barbados,13.1939,-59.5432,0,0,0
1707,1/28/20,,Barbados,13.1939,-59.5432,0,0,0
1708,1/29/20,,Barbados,13.1939,-59.5432,0,0,0
1709,1/30/20,,Barbados,13.1939,-59.5432,0,0,0
1710,1/31/20,,Barbados,13.1939,-59.5432,0,0,0
1711,2/1/20,,Barbados,13.1939,-59.5432,0,0,0
1712,2/2/20,,Barbados,13.1939,-59.5432,0,0,0
1713,2/3/20,,Barbados,13.1939,-59.5432,0,0,0
1714,2/4/20,,Barbados,13.1939,-59.5432,0,0,0
1715,2/5/20,,Barbados,13.1939,-59.5432,0,0,0
1716,2/6/20,,Barbados,13.1939,-59.5432,0,0,0
1717,2/7/20,,Barbados,13.1939,-59.5432,0,0,0
1718,2/8/20,,Barbados,13.1939,-59.5432,0,0,0
1719,2/9/20,,Barbados,13.1939,-59.5432,0,0,0
1720,2/10/20,,Barbados,13.1939,-59.5432,0,0,0
1721,2/11/20,,Barbados,13.1939,-59.5432,0,0,0
1722,2/12/20,,Barbados,13.1939,-59.5432,0,0,0
1723,2/13/20,,Barbados,13.1939,-59.5432,0,0,0
1724,2/14/20,,Barbados,13.1939,-59.5432,0,0,0
1725,2/15/20,,Barbados,13.1939,-59.5432,0,0,0
1726,2/16/20,,Barbados,13.1939,-59.5432,0,0,0
1727,2/17/20,,Barbados,13.1939,-59.5432,0,0,0
1728,2/18/20,,Barbados,13.1939,-59.5432,0,0,0
1729,2/19/20,,Barbados,13.1939,-59.5432,0,0,0
1730,2/20/20,,Barbados,13.1939,-59.5432,0,0,0
1731,2/21/20,,Barbados,13.1939,-59.5432,0,0,0
1732,2/22/20,,Barbados,13.1939,-59.5432,0,0,0
1733,2/23/20,,Barbados,13.1939,-59.5432,0,0,0
1734,2/24/20,,Barbados,13.1939,-59.5432,0,0,0
1735,2/25/20,,Barbados,13.1939,-59.5432,0,0,0
1736,2/26/20,,Barbados,13.1939,-59.5432,0,0,0
1737,2/27/20,,Barbados,13.1939,-59.5432,0,0,0
1738,2/28/20,,Barbados,13.1939,-59.5432,0,0,0
1739,2/29/20,,Barbados,13.1939,-59.5432,0,0,0
1740,3/1/20,,Barbados,13.1939,-59.5432,0,0,0
1741,3/2/20,,Barbados,13.1939,-59.5432,0,0,0
1742,3/3/20,,Barbados,13.1939,-59.5432,0,0,0
1743,3/4/20,,Barbados,13.1939,-59.5432,0,0,0
1744,3/5/20,,Barbados,13.1939,-59.5432,0,0,0
1745,3/6/20,,Barbados,13.1939,-59.5432,0,0,0
1746,3/7/20,,Barbados,13.1939,-59.5432,0,0,0
1747,3/8/20,,Barbados,13.1939,-59.5432,0,0,0
1748,3/9/20,,Barbados,13.1939,-59.5432,0,0,0
1749,3/10/20,,Barbados,13.1939,-59.5432,0,0,0
1750,3/11/20,,Barbados,13.1939,-59.5432,0,0,0
1751,3/12/20,,Barbados,13.1939,-59.5432,0,0,0
1752,3/13/20,,Barbados,13.1939,-59.5432,0,0,0
1753,3/14/20,,Barbados,13.1939,-59.5432,0,0,0
1754,3/15/20,,Barbados,13.1939,-59.5432,0,0,0
1755,3/16/20,,Barbados,13.1939,-59.5432,0,0,0
1756,3/17/20,,Barbados,13.1939,-59.5432,2,0,0
1757,3/18/20,,Barbados,13.1939,-59.5432,2,0,0
1758,3/19/20,,Barbados,13.1939,-59.5432,5,0,0
1759,3/20/20,,Barbados,13.1939,-59.5432,5,0,0
1760,3/21/20,,Barbados,13.1939,-59.5432,6,0,0
1761,3/22/20,,Barbados,13.1939,-59.5432,14,0,0
1762,3/23/20,,Barbados,13.1939,-59.5432,17,0,0
1763,3/24/20,,Barbados,13.1939,-59.5432,18,0,0
1764,3/25/20,,Barbados,13.1939,-59.5432,18,0,0
1765,3/26/20,,Barbados,13.1939,-59.5432,18,0,0
1766,3/27/20,,Barbados,13.1939,-59.5432,24,0,0
1767,3/28/20,,Barbados,13.1939,-59.5432,26,0,0
1768,3/29/20,,Barbados,13.1939,-59.5432,33,0,0
1769,3/30/20,,Barbados,13.1939,-59.5432,33,0,0
1770,3/31/20,,Barbados,13.1939,-59.5432,34,0,0
1771,4/1/20,,Barbados,13.1939,-59.5432,34,0,0
1772,4/2/20,,Barbados,13.1939,-59.5432,46,0,0
1773,4/3/20,,Barbados,13.1939,-59.5432,51,0,0
1774,4/4/20,,Barbados,13.1939,-59.5432,52,0,0
1775,4/5/20,,Barbados,13.1939,-59.5432,56,1,6
1776,4/6/20,,Barbados,13.1939,-59.5432,60,2,6
1777,4/7/20,,Barbados,13.1939,-59.5432,63,3,6
1778,4/8/20,,Barbados,13.1939,-59.5432,63,3,8
1779,4/9/20,,Barbados,13.1939,-59.5432,66,3,11
1780,4/10/20,,Barbados,13.1939,-59.5432,67,4,11
1781,4/11/20,,Barbados,13.1939,-59.5432,68,4,11
1782,1/22/20,,Belarus,53.7098,27.9534,0,0,0
1783,1/23/20,,Belarus,53.7098,27.9534,0,0,0
1784,1/24/20,,Belarus,53.7098,27.9534,0,0,0
1785,1/25/20,,Belarus,53.7098,27.9534,0,0,0
1786,1/26/20,,Belarus,53.7098,27.9534,0,0,0
1787,1/27/20,,Belarus,53.7098,27.9534,0,0,0
1788,1/28/20,,Belarus,53.7098,27.9534,0,0,0
1789,1/29/20,,Belarus,53.7098,27.9534,0,0,0
1790,1/30/20,,Belarus,53.7098,27.9534,0,0,0
1791,1/31/20,,Belarus,53.7098,27.9534,0,0,0
1792,2/1/20,,Belarus,53.7098,27.9534,0,0,0
1793,2/2/20,,Belarus,53.7098,27.9534,0,0,0
1794,2/3/20,,Belarus,53.7098,27.9534,0,0,0
1795,2/4/20,,Belarus,53.7098,27.9534,0,0,0
1796,2/5/20,,Belarus,53.7098,27.9534,0,0,0
1797,2/6/20,,Belarus,53.7098,27.9534,0,0,0
1798,2/7/20,,Belarus,53.7098,27.9534,0,0,0
1799,2/8/20,,Belarus,53.7098,27.9534,0,0,0
1800,2/9/20,,Belarus,53.7098,27.9534,0,0,0
1801,2/10/20,,Belarus,53.7098,27.9534,0,0,0
1802,2/11/20,,Belarus,53.7098,27.9534,0,0,0
1803,2/12/20,,Belarus,53.7098,27.9534,0,0,0
1804,2/13/20,,Belarus,53.7098,27.9534,0,0,0
1805,2/14/20,,Belarus,53.7098,27.9534,0,0,0
1806,2/15/20,,Belarus,53.7098,27.9534,0,0,0
1807,2/16/20,,Belarus,53.7098,27.9534,0,0,0
1808,2/17/20,,Belarus,53.7098,27.9534,0,0,0
1809,2/18/20,,Belarus,53.7098,27.9534,0,0,0
1810,2/19/20,,Belarus,53.7098,27.9534,0,0,0
1811,2/20/20,,Belarus,53.7098,27.9534,0,0,0
1812,2/21/20,,Belarus,53.7098,27.9534,0,0,0
1813,2/22/20,,Belarus,53.7098,27.9534,0,0,0
1814,2/23/20,,Belarus,53.7098,27.9534,0,0,0
1815,2/24/20,,Belarus,53.7098,27.9534,0,0,0
1816,2/25/20,,Belarus,53.7098,27.9534,0,0,0
1817,2/26/20,,Belarus,53.7098,27.9534,0,0,0
1818,2/27/20,,Belarus,53.7098,27.9534,0,0,0
1819,2/28/20,,Belarus,53.7098,27.9534,1,0,0
1820,2/29/20,,Belarus,53.7098,27.9534,1,0,0
1821,3/1/20,,Belarus,53.7098,27.9534,1,0,0
1822,3/2/20,,Belarus,53.7098,27.9534,1,0,0
1823,3/3/20,,Belarus,53.7098,27.9534,1,0,0
1824,3/4/20,,Belarus,53.7098,27.9534,6,0,0
1825,3/5/20,,Belarus,53.7098,27.9534,6,0,0
1826,3/6/20,,Belarus,53.7098,27.9534,6,0,0
1827,3/7/20,,Belarus,53.7098,27.9534,6,0,0
1828,3/8/20,,Belarus,53.7098,27.9534,6,0,0
1829,3/9/20,,Belarus,53.7098,27.9534,6,0,1
1830,3/10/20,,Belarus,53.7098,27.9534,9,0,3
1831,3/11/20,,Belarus,53.7098,27.9534,9,0,3
1832,3/12/20,,Belarus,53.7098,27.9534,12,0,3
1833,3/13/20,,Belarus,53.7098,27.9534,27,0,3
1834,3/14/20,,Belarus,53.7098,27.9534,27,0,3
1835,3/15/20,,Belarus,53.7098,27.9534,27,0,3
1836,3/16/20,,Belarus,53.7098,27.9534,36,0,3
1837,3/17/20,,Belarus,53.7098,27.9534,36,0,3
1838,3/18/20,,Belarus,53.7098,27.9534,51,0,5
1839,3/19/20,,Belarus,53.7098,27.9534,51,0,5
1840,3/20/20,,Belarus,53.7098,27.9534,69,0,5
1841,3/21/20,,Belarus,53.7098,27.9534,76,0,15
1842,3/22/20,,Belarus,53.7098,27.9534,76,0,15
